amount,user_id,date,transaction_type,category,amount.1,payment_mode,location,notes,month,weekday,year,description,transaction_id
T13416,U036,04-04-2021,Expense,Utilties,8458.0,Card,KOLKATA,Doctor consultation,4,Sunday,2021.0,,
T5176,U012,28-05-2023,Expense,travel,4457.0,Bank_Transfer,,test,5,Sunday,2023.0,,
T2985,U019,22-04-2023,Expense,Rent,8682.0,csh,BANGALORE,Electricity bill,4,Saturday,2023.0,,
T2483,U084,28-11-2024,Expense,uncategorized,3386.0,CARD,,,11,Thursday,2024.0,,
T5269,U009,17-08-2022,Expense,utilities,6325.0,bank transfer,AHMEDABAD,,8,Wednesday,2022.0,,
T1909,U001,15-07-2024,Income,Freelance,25294.0,Csh,Chennai,Coffee,7,Monday,2024.0,,
T4382,U083,11-02-2024,Expense,uncategorized,6928.0,Upi,pune,test,2,Sunday,2024.0,,
T1703,U101,14-10-2023,Expense,FOOD,6098.0,cash,KOL,Online course,10,Saturday,2023.0,,
T11839,U024,06-09-2021,Expense,Entrtnmnt,7894.0,upi,bangalore,xyz123,9,Monday,2021.0,,
T2841,U138,01-11-2024,Expense,Education,9950.0,Csh,CHENNAI,EMI payment,11,Friday,2024.0,,
T4021,U122,02-03-2022,Expense,food,4220.0,bank transfer,JAIPUR,,3,Wednesday,2022.0,,
T6263,U145,29-08-2023,Expense,TRAVEL,789.0,UPI,KOLKATA,,8,Tuesday,2023.0,,
T3619,U125,10-09-2024,Expense,TRAVEL,9698.0,Csh,JAIPUR,Grocery shopping,9,Tuesday,2024.0,,
T10606,U118,02-03-2024,Expense,Utility,9163.0,Cash,jaipur,,3,Saturday,2024.0,,
T6395,U027,01-01-2024,Expense,Rentt,12083.0,Card,DELHI,Restaurant dinner,1,Monday,2024.0,,
T6127,U082,17-10-2023,Expense,travel,4367.0,CRD,AHM,Internet bill,10,Tuesday,2023.0,,
T0780,U113,24-07-2024,Expense,Rent,23072.0,card,Chennai,!!!,7,Wednesday,2024.0,,
T12046,U001,01-02-2024,Expense,Foods,4103.0,,BAN,,2,Thursday,2024.0,,
T1316,U018,15-05-2023,Expense,Traval,4022.0,CRD,pune,Shopping,5,Monday,2023.0,,
T10852,U069,31-01-2023,Income,Bonus,35129.0,Card,Delhi,Fixed deposit,1,Tuesday,2023.0,,
T8877,U137,27-05-2024,Expense,Entertain,9544.0,,Mumbai,Lunch,5,Monday,2024.0,,
T13911,U141,14-11-2024,Expense,food,6601.0,Bank Transfer,Delhi,Online course,11,Thursday,2024.0,,
T9787,U058,03-01-2021,Expense,Other,2876.0,Card,AHM,,1,Sunday,2021.0,,
T10152,U122,19-04-2024,Expense,food,9907.0,Csh,Hyderabad,Train ticket,4,Friday,2024.0,,
T6386,U078,11-08-2021,Expense,Travel,4914.0,CRD,MUMBAI,Books,8,Wednesday,2021.0,,
T8653,U118,07-08-2021,Expense,Utlities,6284.0,UPI,,Electricity bill,8,Saturday,2021.0,,
T4008,U134,03-01-2024,Expense,travel,5749.0,CRD,Ahmedabad,Internet bill,1,Wednesday,2024.0,,
T1591,U066,11-01-2024,Expense,uncategorized,4161.0,UPi,BAN,Online course,1,Thursday,2024.0,,
T5065,U039,11-05-2022,Expense,FOOD,2470.0,Crd,DELHI,EMI payment,5,Wednesday,2022.0,,
T13678,U086,17-03-2023,Expense,Educaton,4017.0,Bank_Transfer,KOL,Doctor consultation,3,Friday,2023.0,,
T9543,U130,12-10-2021,Expense,Rnt,4585.0,CRD,,,10,Tuesday,2021.0,,
T1870,U029,13-08-2021,Expense,Misc,6041.0,upi,delhi,!!!,8,Friday,2021.0,,
T6138,U037,12-03-2024,Expense,Foodd,2732.0,bank transfer,KOL,Petrol,3,Tuesday,2024.0,,
T12908,U135,11-04-2022,Expense,Travel,6811.0,CASH,AHM,,4,Monday,2022.0,,
T13294,U114,31-10-2023,Expense,rent,9814.0,cash,kolkata,,10,Tuesday,2023.0,,
T9571,U080,14-07-2023,Expense,rent,9116.0,upi,,Lunch,7,Friday,2023.0,,
T4175,U014,09-02-2022,Expense,Entertainment,4213.0,Upi,DEL,Online course,2,Wednesday,2022.0,,
T6046,U049,04-01-2024,Expense,Education,1355.0,Upi,JAIPUR,Doctor consultation,1,Thursday,2024.0,,
T1562,U149,22-11-2023,Expense,Education,9476.0,Bank_Transfer,AHM,,11,Wednesday,2023.0,,
T6489,U035,10-05-2023,Expense,Travel,-500.0,CASH,Bangalore,,5,Wednesday,2023.0,,
T7566,U024,31-01-2022,Expense,Fod,3937.0,Bank Transfr,HYD,Movie tickets,1,Monday,2022.0,,
T0802,U106,24-12-2023,Expense,Entertain,4771.0,Csh,Kolkata,,12,Sunday,2023.0,,
T6058,U043,14-10-2022,Expense,Rent,45761.0,CRD,bangalore,,10,Friday,2022.0,,
T10549,U099,21-06-2021,Expense,Travel,7219.0,Card,PUNE,Doctor consultation,6,Monday,2021.0,,
T1594,U112,19-07-2023,Income,Bonus,42662.0,,kolkata,ATM withdrawal,7,Wednesday,2023.0,,
T0038,U055,08-06-2022,Expense,FOOD,6329.0,UPI,MUMBAI,...,6,Wednesday,2022.0,,
T11808,U146,05-04-2022,Income,Salary,50347.0,Cash,JAI,,4,Tuesday,2022.0,,
T1904,U145,01-03-2021,Expense,Food,2560.0,Bank Transfer,bangalore,Books,3,Monday,2021.0,,
T9241,U121,20-09-2021,Expense,rent,3269.0,,HYDERABAD,,9,Monday,2021.0,,
T0813,U028,21-05-2023,Expense,Foods,4978.0,card,hyderabad,,5,Sunday,2023.0,,
T6444,U082,08-10-2022,Expense,Education,7280.0,Crd,,,10,Saturday,2022.0,,
T6141,U129,16-09-2024,Expense,travel,2345.0,Bank Transfr,KOLKATA,Monthly rent payment,9,Monday,2024.0,,
T11011,U051,01-10-2024,Expense,Utlities,6700.0,Card,,Doctor consultation,10,Tuesday,2024.0,,
T8410,U060,15-06-2023,Expense,rent,1852.0,cash,AHM,Lunch,6,Thursday,2023.0,,
T9467,U122,17-09-2022,Expense,Food,4041.0,bank transfer,Delhi,Coffee,9,Saturday,2022.0,,
T9495,U010,02-06-2023,Expense,uncategorized,6607.0,UPI,Delhi,test,6,Friday,2023.0,,
T13708,U064,24-04-2023,Income,Bonus,19377.0,cash,DELHI,,4,Monday,2023.0,,
T0653,U129,06-02-2023,Income,Bonus,59790.0,upi,CHENNAI,Shopping,2,Monday,2023.0,,
T7831,U048,06-09-2021,Income,Others,63251.0,Card,,Internet bill,9,Monday,2021.0,,
T12777,U142,23-04-2022,Expense,Foodd,195.0,Upi,Lucknow,,4,Saturday,2022.0,,
T2336,U144,05-03-2021,Expense,TRAVEL,404.0,BankTransfer,,,3,Friday,2021.0,,
T13834,U091,09-12-2024,Expense,Entrtnmnt,6921.0,BankTransfer,DEL,!!!,12,Monday,2024.0,,
T5253,U082,21-11-2021,Expense,Rentt,17265.0,bank transfer,chennai,Lunch,11,Sunday,2021.0,,
T8310,U150,29-07-2023,Expense,FOOD,8512.0,cash,ahmedabad,asdfgh,7,Saturday,2023.0,,
T3376,U045,05-04-2024,Income,Investment,44601.0,Card,jaipur,...,4,Friday,2024.0,,
T2989,U113,27-07-2022,Expense,Travel,1050.0,Csh,Ahmedabad,Doctor consultation,7,Wednesday,2022.0,,
T8711,U048,31-07-2024,Expense,Health,8483.0,Bank_Transfer,bangalore,Shopping,7,Wednesday,2024.0,,
T4378,U026,12-07-2021,Expense,Utilities,2766.0,Crd,HYDERABAD,Electricity bill,7,Monday,2021.0,,
T9846,U085,31-07-2021,Expense,Travel,6780.0,Bank_Transfer,HYD,Movie tickets,7,Saturday,2021.0,,
T4500,U100,23-09-2024,Expense,Education,8108.0,bank transfer,LUC,Books,9,Monday,2024.0,,
T10389,U016,05-05-2022,Expense,health,5533.0,UPi,HYDERABAD,Gym membership,5,Thursday,2022.0,,
T5559,U124,06-08-2023,Expense,Education,2506.0,CASH,JAIPUR,,8,Sunday,2023.0,,
T12545,U123,11-05-2024,Expense,Rentt,5276.0,CASH,Lucknow,Monthly rent payment,5,Saturday,2024.0,,
T3176,U141,13-12-2022,Expense,Rent,39024.0,Card,DEL,ATM withdrawal,12,Tuesday,2022.0,,
T3837,U077,05-02-2023,Expense,Travel,8285.0,Cash,CHENNAI,Restaurant dinner,2,Sunday,2023.0,,
T7831,U048,06-09-2021,Income,Others,63251.0,Card,,Internet bill,9,Monday,2021.0,,
T10078,U104,01-07-2024,Expense,Food,1972.0,Upi,DEL,Internet bill,7,Monday,2024.0,,
T1876,U120,22-02-2022,Income,Bonus,75496.0,Upi,PUNE,,2,Tuesday,2022.0,,
T3286,U080,22-08-2024,Income,Freelance,60670.0,CASH,,Gym membership,8,Thursday,2024.0,,
T11601,U073,13-08-2021,Expense,Utilities,2585.0,UPI,pune,Restaurant dinner,8,Friday,2021.0,,
T7846,U055,14-05-2023,Expense,education,4227.0,cash,,EMI payment,5,Sunday,2023.0,,
T1749,U024,17-12-2023,Income,Investment,40858.0,UPI,Kolkata,Medicine,12,Sunday,2023.0,,
T11574,U013,29-03-2022,Expense,Foods,2845.0,Csh,Bangalore,,3,Tuesday,2022.0,,
T3387,U129,01-09-2021,Income,Others,25243.0,Crd,,Shopping,9,Wednesday,2021.0,,
T4221,U116,29-01-2021,Expense,Fod,479.0,Csh,lucknow,Online course,1,Friday,2021.0,,
T8649,U018,16-03-2021,Expense,FOOD,8067.0,,HYDERABAD,...,3,Tuesday,2021.0,,
T10987,U076,09-12-2024,Expense,Educaton,8335.0,csh,mumbai,Internet bill,12,Monday,2024.0,,
T11992,U004,13-02-2021,Expense,Travel,2391.0,Crd,BAN,,2,Saturday,2021.0,,
T8385,U106,09-12-2024,Income,Salary,40631.0,BankTransfer,PUN,,12,Monday,2024.0,,
T10725,U134,29-11-2022,Expense,EDU,2816.0,Crd,HYDERABAD,!!!,11,Tuesday,2022.0,,
T4695,U030,12-05-2021,Expense,Foodd,3502.0,,mumbai,Restaurant dinner,5,Wednesday,2021.0,,
T5682,U027,02-08-2022,Expense,rent,8810.0,csh,PUNE,Electricity bill,8,Tuesday,2022.0,,
T5443,U044,28-05-2023,Expense,Fod,6167.0,CASH,hyderabad,Uber ride,5,Sunday,2023.0,,
T3150,U025,07-03-2024,Income,Freelance,33351.0,UPI,pune,...,3,Thursday,2024.0,,
T1128,U140,15-08-2022,Expense,education,2979.0,cash,BAN,Train ticket,8,Monday,2022.0,,
T7696,U069,01-07-2022,Expense,Savings,2059.0,Bank_Transfer,jaipur,Online course,7,Friday,2022.0,,
T0671,U064,19-01-2021,Expense,Food,1768.0,Bank Transfr,BAN,Shopping,1,Tuesday,2021.0,,
T7275,U016,24-06-2022,Income,Freelance,45702.0,upi,JAI,test,6,Friday,2022.0,,
T7448,U011,19-04-2021,Expense,Rnt,9386.0,cash,HYD,Restaurant dinner,4,Monday,2021.0,,
T13497,U034,06-08-2023,Income,Salary,36713.0,card,hyderabad,Restaurant dinner,8,Sunday,2023.0,,
T0706,U074,13-03-2024,Expense,Traval,9189.0,CASH,DEL,Gym membership,3,Wednesday,2024.0,,
T11488,U060,11-10-2022,Expense,education,9420.0,cash,Bangalore,,10,Tuesday,2022.0,,
T4043,U058,18-04-2021,Expense,Entertainment,8886.0,CASH,hyderabad,Gym membership,4,Sunday,2021.0,,
T13653,U004,03-12-2022,Expense,Utlities,4890.0,,mumbai,!!!,12,Saturday,2022.0,,
T4070,U018,15-04-2021,Income,Others,26564.0,cash,Mumbai,Books,4,Thursday,2021.0,,
T4493,U068,19-10-2022,Expense,Utlities,8220.0,Bank Transfr,CHE,...,10,Wednesday,2022.0,,
T7203,U066,11-03-2022,Expense,FOOD,7260.0,bank transfer,,Fixed deposit,3,Friday,2022.0,,
T2296,U037,11-07-2024,Expense,TRAVEL,2608.0,,JAIPUR,!!!,7,Thursday,2024.0,,
T0549,U049,17-05-2023,Expense,Travel,1855.0,CRD,,,5,Wednesday,2023.0,,
T10851,U090,13-11-2021,Expense,Rent,23592.0,cash,Hyderabad,Train ticket,11,Saturday,2021.0,,
T8997,U071,13-04-2021,Expense,Entertain,4097.0,Bank Transfr,chennai,Monthly rent payment,4,Tuesday,2021.0,,
T0821,U149,23-11-2024,Expense,Utility,1954.0,Card,JAIPUR,Gym membership,11,Saturday,2024.0,,
T11176,U131,03-02-2023,Expense,Travel,8929.0,csh,AHM,...,2,Friday,2023.0,,
T9206,U012,06-05-2022,Income,Salary,17856.0,Csh,MUM,asdfgh,5,Friday,2022.0,,
T4395,U008,07-04-2023,Expense,Traval,8630.0,bank transfer,PUNE,Lunch,4,Friday,2023.0,,
T9380,U120,14-04-2022,Income,Others,46791.0,Bank_Transfer,Hyderabad,Train ticket,4,Thursday,2022.0,,
T8610,U038,12-10-2024,Expense,RENT,3710.0,Cash,PUNE,,10,Saturday,2024.0,,
T13718,U038,19-11-2022,Expense,rent,8629.0,Upi,DELHI,asdfgh,11,Saturday,2022.0,,
T8159,U061,24-09-2021,Income,Salary,13923.0,card,Pune,,9,Friday,2021.0,,
T10217,U029,01-09-2024,Expense,Travl,3064.0,upi,bangalore,Medicine,9,Sunday,2024.0,,
T11592,U146,22-08-2023,Expense,TRAVEL,1661.0,Card,KOL,Shopping,8,Tuesday,2023.0,,
T4470,U049,21-04-2024,Expense,Rnt,8034.0,bank transfer,KOL,Shopping,4,Sunday,2024.0,,
T13473,U084,30-01-2023,Expense,Rentt,12318.0,UPI,Bangalore,xyz123,1,Monday,2023.0,,
T11094,U002,12-09-2024,Expense,Helth,9538.0,Bank_Transfer,Pune,,9,Thursday,2024.0,,
T12912,U084,03-01-2022,Expense,Utilities,1153.0,UPI,Mumbai,,1,Monday,2022.0,,
T5633,U150,13-12-2023,Expense,Savings,3478.0,Bank_Transfer,PUN,Gym membership,12,Wednesday,2023.0,,
T8092,U092,16-11-2021,Expense,Rentt,38338.0,CARD,ahmedabad,,11,Tuesday,2021.0,,
T1565,U088,10-02-2024,Expense,Foodd,1182.0,card,Hyderabad,,2,Saturday,2024.0,,
T11346,U068,29-05-2022,Expense,Fod,1730.0,,Hyderabad,Uber ride,5,Sunday,2022.0,,
T5353,U128,28-08-2021,Expense,entertainment,7052.0,CARD,DEL,,8,Saturday,2021.0,,
T9433,U141,04-05-2023,Expense,food,4645.0,card,JAI,Internet bill,5,Thursday,2023.0,,
T7393,U069,25-12-2024,Income,Bonus,880897.0,Card,BAN,Gym membership,12,Wednesday,2024.0,,
T0751,U105,06-08-2021,Expense,Foods,1592.0,CASH,Delhi,EMI payment,8,Friday,2021.0,,
T2510,U063,03-08-2024,Expense,Fod,6905.0,CRD,HYDERABAD,,8,Saturday,2024.0,,
T10644,U029,21-10-2023,Expense,Fod,6111.0,Crd,PUNE,,10,Saturday,2023.0,,
T10544,U059,05-01-2024,Income,Bonus,69872.0,Cash,mumbai,Restaurant dinner,1,Friday,2024.0,,
T12782,U028,24-12-2023,Expense,rent,4252.0,bank transfer,Ahmedabad,,12,Sunday,2023.0,,
T10444,U088,20-03-2022,Expense,entertainment,-500.0,cash,,Restaurant dinner,3,Sunday,2022.0,,
T4879,U033,12-11-2022,Expense,Travel,1666.0,Csh,Delhi,,11,Saturday,2022.0,,
T9572,U099,21-04-2021,Expense,RENT,5990.0,Bank Transfer,HYD,Doctor consultation,4,Wednesday,2021.0,,
T13918,U115,06-02-2021,Expense,Food,2220.0,Cash,DEL,!!!,2,Saturday,2021.0,,
T1449,U028,07-06-2024,Expense,FOOD,5177.0,CARD,CHENNAI,,6,Friday,2024.0,,
T6254,U109,25-11-2024,Expense,Foodd,2792.0,Bank Transfer,Ahmedabad,Electricity bill,11,Monday,2024.0,,
T9227,U009,27-06-2023,Income,Salary,35465.0,csh,Lucknow,misc,6,Tuesday,2023.0,,
T2642,U056,05-01-2023,Expense,HEALTH,2115.0,CASH,AHM,Internet bill,1,Thursday,2023.0,,
T9340,U022,21-08-2022,Expense,travel,3503.0,Bank_Transfer,KOL,ATM withdrawal,8,Sunday,2022.0,,
T11264,U056,29-09-2024,Expense,FOOD,2093.0,Cash,bangalore,Books,9,Sunday,2024.0,,
T3199,U092,28-02-2023,Expense,travel,5136.0,Cash,BANGALORE,Coffee,2,Tuesday,2023.0,,
T1792,U119,09-10-2021,Expense,Food,4406.0,Bank Transfr,Hyderabad,Train ticket,10,Saturday,2021.0,,
T3346,U023,14-12-2023,Expense,Educaton,9662.0,card,Lucknow,,12,Thursday,2023.0,,
T8680,U064,08-01-2022,Expense,Utlities,4785.0,UPi,delhi,Coffee,1,Saturday,2022.0,,
T13634,U102,01-12-2021,Expense,Other,9387.0,UPi,hyderabad,Monthly rent payment,12,Wednesday,2021.0,,
T12800,U010,04-06-2023,Expense,Foods,324.0,CARD,JAIPUR,Train ticket,6,Sunday,2023.0,,
T1387,U017,16-08-2023,Expense,Entrtnmnt,1629.0,CARD,Delhi,Monthly rent payment,8,Wednesday,2023.0,,
T9216,U065,22-06-2024,Expense,education,5239.0,upi,BANGALORE,,6,Saturday,2024.0,,
T10378,U132,22-10-2023,Expense,utilities,3499.0,Bank Transfer,MUM,ATM withdrawal,10,Sunday,2023.0,,
T4653,U078,07-04-2023,Expense,Rent,13033.0,Card,MUMBAI,,4,Friday,2023.0,,
T1024,U122,16-12-2021,Expense,Rnt,6643.0,Card,Lucknow,Petrol,12,Thursday,2021.0,,
T13876,U129,07-07-2023,Expense,rent,1433.0,CARD,BANGALORE,!!!,7,Friday,2023.0,,
T12623,U149,29-07-2023,Expense,Travl,6880.0,CASH,Hyderabad,Grocery shopping,7,Saturday,2023.0,,
T7718,U110,21-02-2021,Expense,Rnt,8105.0,UPI,Ahmedabad,Online course,2,Sunday,2021.0,,
T1912,U077,02-11-2023,Expense,Food,3391.0,UPi,lucknow,asdfgh,11,Thursday,2023.0,,
T7287,U051,16-03-2021,Expense,Travel,8951.0,Crd,CHENNAI,ATM withdrawal,3,Tuesday,2021.0,,
T6431,U094,15-10-2022,Expense,Food,3959.0,UPI,Pune,Internet bill,10,Saturday,2022.0,,
T5640,U035,10-01-2021,Expense,Rnt,7583.0,upi,Jaipur,asdfgh,1,Sunday,2021.0,,
T12673,U126,12-06-2023,Expense,RENT,6958.0,card,Jaipur,Shopping,6,Monday,2023.0,,
T6762,U071,02-01-2021,Expense,Rentt,8065.0,CASH,MUM,Monthly rent payment,1,Saturday,2021.0,,
T2674,U126,22-03-2022,Expense,Utlities,7306.0,Bank Transfr,AHMEDABAD,,3,Tuesday,2022.0,,
T10533,U145,11-11-2023,Expense,Other,369.0,csh,BANGALORE,...,11,Saturday,2023.0,,
T5970,U010,23-04-2024,Expense,Food,2704.0,csh,DELHI,EMI payment,4,Tuesday,2024.0,,
T0349,U098,20-11-2023,Expense,Food,4307.0,Cash,DEL,xyz123,11,Monday,2023.0,,
T4864,U115,22-07-2024,Expense,food,6643.0,BankTransfer,Delhi,,7,Monday,2024.0,,
T3431,U121,19-07-2023,Expense,Entertain,999999.0,Bank_Transfer,JAIPUR,,7,Wednesday,2023.0,,
T8844,U027,02-12-2023,Expense,Food,3476.0,Cash,pune,ATM withdrawal,12,Saturday,2023.0,,
T13020,U133,01-11-2021,Expense,FOOD,1391.0,BankTransfer,PUNE,Medicine,11,Monday,2021.0,,
T1305,U060,09-12-2024,Expense,Other,4512.0,UPi,HYD,Grocery shopping,12,Monday,2024.0,,
T5357,U106,07-07-2021,Expense,Travl,7234.0,csh,lucknow,Internet bill,7,Wednesday,2021.0,,
T2648,U033,26-03-2021,Expense,rent,6798.0,csh,BANGALORE,Shopping,3,Friday,2021.0,,
T2903,U083,14-01-2023,Expense,Health,2280.0,Bank Transfr,,Petrol,1,Saturday,2023.0,,
T4690,U150,01-12-2021,Expense,Travel,3009.0,Csh,kolkata,ATM withdrawal,12,Wednesday,2021.0,,
T13960,U148,18-07-2021,Expense,Others,6889.0,Upi,CHENNAI,asdfgh,7,Sunday,2021.0,,
T0561,U036,13-02-2022,Expense,travel,9384.0,Bank Transfer,Ahmedabad,,2,Sunday,2022.0,,
T8165,U094,28-12-2023,Expense,TRAVEL,8755.0,BankTransfer,,,12,Thursday,2023.0,,
T4108,U015,21-05-2024,Expense,uncategorized,6219.0,cash,MUM,Monthly rent payment,5,Tuesday,2024.0,,
T12538,U059,21-10-2023,Expense,Food,3975.0,Cash,Lucknow,xyz123,10,Saturday,2023.0,,
T13938,U083,08-10-2023,Expense,HEALTH,8719.0,CARD,DEL,EMI payment,10,Sunday,2023.0,,
T2763,U029,19-04-2023,Expense,Rnt,4572.0,UPI,PUN,Gym membership,4,Wednesday,2023.0,,
T3886,U148,13-06-2021,Expense,Utilties,716.0,UPi,AHMEDABAD,Shopping,6,Sunday,2021.0,,
T1723,U132,21-01-2021,Income,Bonus,61112.0,CASH,jaipur,,1,Thursday,2021.0,,
T3123,U018,09-02-2021,Expense,electricity,9132.0,UPI,MUMBAI,Electricity bill,2,Tuesday,2021.0,,
T0511,U122,14-08-2021,Expense,education,2461.0,Bank Transfr,CHENNAI,Electricity bill,8,Saturday,2021.0,,
T1577,U019,13-02-2023,Expense,uncategorized,8172.0,UPi,pune,Grocery shopping,2,Monday,2023.0,,
T0174,U068,20-01-2024,Expense,food,2206.0,cash,DELHI,Online course,1,Saturday,2024.0,,
T11580,U066,21-10-2022,Expense,Entrtnmnt,794.0,BankTransfer,,Online course,10,Friday,2022.0,,
T2609,U058,01-08-2022,Income,Investment,60328.0,BankTransfer,AHM,EMI payment,8,Monday,2022.0,,
T8327,U106,25-10-2023,Expense,Other,6136.0,upi,,Monthly rent payment,10,Wednesday,2023.0,,
T8489,U095,11-09-2024,Expense,Foods,0.0,Upi,AHM,...,9,Wednesday,2024.0,,
T3561,U079,30-07-2022,Expense,Rent,31361.0,Crd,chennai,xyz123,7,Saturday,2022.0,,
T7654,U089,28-11-2021,Expense,Entrtnmnt,1514.0,CRD,Kolkata,ATM withdrawal,11,Sunday,2021.0,,
T6442,U074,10-06-2023,Expense,SAVINGS,7288.0,Upi,BAN,Shopping,6,Saturday,2023.0,,
T12010,U109,23-10-2022,Expense,Travel,8325.0,upi,BAN,Internet bill,10,Sunday,2022.0,,
T5845,U097,08-04-2023,Expense,education,4730.0,BankTransfer,MUMBAI,ATM withdrawal,4,Saturday,2023.0,,
T10582,U109,03-10-2024,Expense,Rnt,1586.0,CRD,KOL,Grocery shopping,10,Thursday,2024.0,,
T9904,U016,22-03-2022,Expense,Travl,4125.0,CASH,Kolkata,EMI payment,3,Tuesday,2022.0,,
T1078,U033,16-12-2022,Expense,Helth,2891.0,Csh,Bangalore,Grocery shopping,12,Friday,2022.0,,
T5322,U144,18-12-2023,Income,Freelance,53035.0,Bank_Transfer,Ahmedabad,misc,12,Monday,2023.0,,
T7867,U065,14-04-2021,Expense,travel,1419.0,upi,AHM,Grocery shopping,4,Wednesday,2021.0,,
T2095,U065,05-05-2023,Expense,Food,3573.0,Crd,PUNE,ATM withdrawal,5,Friday,2023.0,,
T0541,U048,29-05-2021,Expense,Saving,5319.0,upi,Pune,ATM withdrawal,5,Saturday,2021.0,,
T2016,U124,08-05-2023,Expense,TRAVEL,834.0,,DELHI,,5,Monday,2023.0,,
T1702,U106,01-04-2024,Expense,Entrtnmnt,4327.0,Card,PUNE,Medicine,4,Monday,2024.0,,
T10010,U073,09-05-2022,Expense,utilities,396.0,card,Delhi,Movie tickets,5,Monday,2022.0,,
T10970,U116,09-08-2021,Expense,Rent,24908.0,Crd,PUN,Grocery shopping,8,Monday,2021.0,,
T13819,U110,13-08-2022,Expense,FOOD,1687.0,UPI,chennai,Restaurant dinner,8,Saturday,2022.0,,
T6154,U105,13-12-2024,Expense,Utilities,2842.0,CASH,Kolkata,!!!,12,Friday,2024.0,,
T8268,U060,08-04-2024,Expense,entertainment,7870.0,CASH,KOL,Monthly rent payment,4,Monday,2024.0,,
T3570,U139,27-03-2021,Expense,Foods,2214.0,Upi,MUM,Electricity bill,3,Saturday,2021.0,,
T7786,U130,15-02-2024,Expense,TRAVEL,6734.0,Upi,pune,Electricity bill,2,Thursday,2024.0,,
T10452,U143,28-05-2023,Expense,Rentt,43829.0,Card,BANGALORE,EMI payment,5,Sunday,2023.0,,
T6600,U121,09-02-2022,Expense,food,4749.0,upi,mumbai,asdfgh,2,Wednesday,2022.0,,
T13863,U094,06-04-2024,Income,Bonus,63801.0,bank transfer,Mumbai,Books,4,Saturday,2024.0,,
T9429,U121,30-07-2024,Expense,FOOD,2839.0,Cash,bangalore,Fixed deposit,7,Tuesday,2024.0,,
T9795,U141,22-09-2023,Expense,food,2511.0,UPi,KOL,...,9,Friday,2023.0,,
T10098,U057,08-08-2023,Expense,rent,2977.0,Crd,DELHI,Monthly rent payment,8,Tuesday,2023.0,,
T12317,U061,11-05-2024,Expense,travel,1928.0,upi,DEL,travel,5,Saturday,2024.0,,
T5061,U042,21-09-2022,Expense,Utility,7841.0,Upi,JAI,Electricity bill,9,Wednesday,2022.0,,
T2335,U065,22-08-2024,Expense,Travl,1580.0,UPi,CHE,travel,8,Thursday,2024.0,,
T0044,U108,15-11-2024,Expense,HEALTH,1120.0,Bank_Transfer,BAN,hospital,11,Friday,2024.0,,
T8073,U045,03-04-2021,Expense,FOOD,9447.0,BankTransfer,PUN,Petrol,4,Saturday,2021.0,,
T2020,U112,25-01-2022,Expense,Entrtnmnt,9225.0,Card,Kolkata,Restaurant dinner,1,Tuesday,2022.0,,
T8856,U068,20-05-2024,Expense,Entertain,2596.0,Csh,Delhi,Shopping,5,Monday,2024.0,,
T6505,U100,11-06-2024,Expense,Utilties,7353.0,Bank Transfer,KOL,electrcity,6,Tuesday,2024.0,,
T4540,U072,20-02-2023,Income,Bonus,11567.0,Bank Transfr,hyderabad,loan,2,Monday,2023.0,,
T2482,U077,23-05-2023,Expense,Foods,3230.0,,mumbai,Grocery shopping,5,Tuesday,2023.0,,
T9736,U116,15-10-2024,Expense,Utilities,3377.0,card,,misc,10,Tuesday,2024.0,,
T6693,U077,07-07-2023,Expense,TRAVEL,9934.0,csh,MUM,EMI payment,7,Friday,2023.0,,
T2239,U119,15-07-2024,Expense,Savings,2910.0,UPi,,EMI payment,7,Monday,2024.0,,
T5661,U144,13-11-2021,Expense,Rent,8646.0,CARD,,rent,11,Saturday,2021.0,,
T3040,U069,07-09-2022,Expense,food,8282.0,Card,,food,9,Wednesday,2022.0,,
T4739,U094,10-12-2023,Expense,Foodd,1783.0,BankTransfer,delhi,food,12,Sunday,2023.0,,
T1072,U022,07-06-2022,Expense,Entertainment,1817.0,upi,KOL,Movie tickets,6,Tuesday,2022.0,,
T13137,U018,08-03-2024,Expense,Food,1575.0,,,Petrol,3,Friday,2024.0,,
T8546,U141,27-02-2023,Expense,Rnt,6927.0,CASH,BANGALORE,Internet bill,2,Monday,2023.0,,
T9098,U041,24-12-2022,Income,Salary,45134.0,CARD,,Fixed deposit,12,Saturday,2022.0,,
T3024,U093,23-10-2023,Expense,Travl,1389.0,UPI,delhi,Shopping,10,Monday,2023.0,,
T6435,U005,15-10-2024,Expense,EDU,9998.0,Upi,Ahmedabad,Doctor consultation,10,Tuesday,2024.0,,
T8611,U040,07-11-2021,Expense,rent,8489.0,Cash,ahmedabad,Fixed deposit,11,Sunday,2021.0,,
T3614,U072,04-05-2024,Expense,Rnt,7889.0,CRD,BAN,ATM withdrawal,5,Saturday,2024.0,,
T8239,U051,28-06-2022,Income,Investment,66783.0,upi,ahmedabad,Monthly rent payment,6,Tuesday,2022.0,,
T12802,U053,07-06-2023,Expense,others,3630.0,CASH,JAI,Monthly rent payment,6,Wednesday,2023.0,,
T0647,U099,07-01-2024,Expense,health,832.0,CRD,,hospital,1,Sunday,2024.0,,
T5723,U003,24-08-2024,Expense,uncategorized,2791.0,UPi,Delhi,Monthly rent payment,8,Saturday,2024.0,,
